Your name; Your GitHub user; Dataset name; Dataset URL; Dataset brief description
Guillermo; omrelliuG; International football results from 1872 to 2025; goalscorers.csv; Este conjunto de datos incluye 47.917 resultados de partidos internacionales de fútbol, ​​desde el primer partido oficial en 1872 hasta 2025. Los partidos abarcan desde la Copa Mundial de la FIFA hasta la FIFI Wild Cup y partidos amistosos. Se trata exclusivamente de partidos internacionales absolutos masculinos y los datos no incluyen los Juegos Olímpicos ni partidos en los que al menos uno de los equipos haya sido la selección nacional B, sub-23 o una selección de liga.

